cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
virtual vehicle,problem,real system,problem,requires,1,1,medium,mismatch between simulation and reality
update mechanisms,model,deviations,problem,compensates,1,1,medium,compensate for deviations between virtual and real trajectories
time-aware learning,model,task-related indicators,adaptation,enables,1,1,high,temporal awareness plays a central role in intelligent behavior
temporal awareness,adaptation,efficiency,outcome,improves,1,1,high,"this temporal awareness improves efficiency, robustness under sim-to-real mismatch"
time-aware learning,model,human input,interface,enables,1,1,medium,controllability through human input without retraining
time-aware learning,model,robustness,outcome,improves,1,1,medium,"improves efficiency, robustness under sim-to-real mismatch and disturbances"
monocular RGB,problem,labeled data,data,requires,1,1,high,"rely heavily on labeled data for training, which is often scarce in real-world scenarios"
generative model,data,manipulation skills,outcome,enables,1,1,high,utilizes generative simulations to autonomously acquire manipulation skills driven by envisioned goal states.
3d branch,model,2D and 3D representations,model,enables,1,1,high,enabling co-evolution of the 2D and 3D representations
3D model,model,reliance on labels,problem,reduces,1,1,high,alleviating the reliance on labels
RoboTwin 2.0,model,data bottleneck,outcome,improves,1,1,medium,suggesting new possibilities of alleviating the data bottleneck in robotics
federated learning,model,collaborative training,adaptation,enables,1,1,high,The FL paradigm enables collaborative model training across multiple WTPs without centralizing sensitive operational dat
limited local datasets,data,training convergence,model,reduces,1,1,medium,The framework accelerates training convergence and improves segmentation performance even with limited local datasets.
SAM,model,fine-tuning,model,enables,1,1,high,leveraging SAM2's strong pre-trained weights for initialization.
Fog server,interface,aggregating model weights,model,enables,1,1,high,a central Fog server orchestrates the process by aggregating model weights without accessing private data.
synthetic data,data,improve generalization,outcome,improves,1,1,high,images from publicly available datasets to improve generalization.
self-supervised learning,model,hierarchical learning pipeline,data,enables,1,1,high,captures hierarchical medical knowledge by applying complementary self-supervised learning objectives
HL-Attn,model,multi-scale features,data,integrates_with,1,1,medium,"introduce HL-Attn, a hierarchical fusion module that integrates multi-scale features"
2d visual backbones,model,domain gap,problem,generates,1,1,high,causing a sim-to-real gap
ForeGen,data,synthetic data,data,generates,1,1,high,the virtually infinite data produced by ForeGen are used to train the proposed state generation model.
synthetic data,data,state generation model,model,requires,1,1,high,the virtually infinite data produced by ForeGen are used to train the proposed state generation model.
state generation,model,real-world actions,outcome,transfers_to,1,1,high,drive the robot in real-world environments to execute actions based on the envisioned goal states.
control algorithms,model,execution efficiency,outcome,improves,1,1,high,ForeFormer offers superior interpretability and execution efficiency.
ForeFormer,model,generalization capabilities,outcome,improves,1,1,high,demonstrating strong generality across different manipulation patterns.
training data,data,adaptation performance,adaptation,correlates,1,1,high,data scale and temporal context play a more decisive role
video duration,data,adaptation performance,adaptation,correlates,1,1,high,data scale and temporal context play a more decisive role
augmentation schemes,data,adaptation performance,adaptation,correlates,1,1,high,assessing their effect relative to generic strategies
fine-tuning,model,adaptation performance,adaptation,correlates,1,1,medium,performance deteriorates substantially when transferred
joint training,model,adaptation performance,adaptation,improves,1,1,high,joint training offers an efficient compromise
novo,model,state-of-the-art performance,outcome,achieves,1,1,high,demonstrating its effectiveness and scalability in reasoning segmentation.
sim-to-real transfer,adaptation,gap reduction,outcome,improves,1,1,high,addressing the critical challenge of simulation-to-reality transfer for deep reinforcement learning
model-centric strategies,model,physical fidelity,data,improves,1,1,high,systematically improve the simulator's physical fidelity
policy hardening,model,resilience,outcome,enables,1,1,medium,make the policy inherently resilient to model inaccuracies
training-free adaptation,model,policy adaptation,adaptation,generates,1,1,medium,uses in-simulation robustness training and post-deployment adaptation
framework,interface,evaluation roadmap,outcome,enables,1,1,medium,providing a clear roadmap for developing and evaluating robust sim-to-real solutions
visual-only prompt,model,coarse mask,data,generates,1,1,high,NOVO instead generates a coarse mask and point prompts from the VLM output.
visual-only prompt,model,SAM,model,integrates_with,1,1,high,These visual prompts are compatible with the Segment Anything Model (SAM).
training-free framework,model,segmentation masks,data,improves,1,1,high,reduces visual artifacts and improves the quality of segmentation masks.
training-free framework,model,boundary quality,outcome,improves,1,1,high,enhance boundary quality and enable instance-level segmentation.
public dataset,data,evaluate task,outcome,enables,1,1,high,to evaluate this task.
data characteristics,data,adaptation performance,adaptation,requires,1,1,high,influence of data characteristics and training regimes
policy update,model,control policy,model,improves,1,1,high,significantly reduces the number of samples to train control policies
real-world rollout data,data,bias in data,problem,reduces,1,1,high,reduces the influence of bias in the simulated data
interaction data,data,performance improvement,outcome,enables,1,1,high,providing formal guarantees on performance improvement as more interaction data are collected
human-robot collaboration,interface,strong sample efficiency,outcome,demonstrates,1,1,high,algorithm demonstrates strong sample efficiency compared to model-free reinforcement learning methods
path tracing,model,detection accuracy,outcome,enables,1,1,high,"path-structured representations enable Transformers to generate accurate, reliable, and interpretable robot trajectories"
Path-based Transformer,model,legal paths,outcome,improves,1,1,high,99.99% of paths legal by construction
"53,755 trajectories",data,stepwise accuracy,outcome,correlates,1,1,high,aligns closely with ground truth -- 89.44% stepwise accuracy
constraint-masked decoding,model,workspace bounds,problem,solves,1,1,medium,enforcing lattice-adjacent moves and workspace bounds
